문제제목,입출력 예,자바파일
n + 1 카드게임,"coin | cards | result
--- | --- | ---
4 | [3, 6, 7, 2, 1, 10, 5, 9, 8, 12, 11, 4] | 5
3 | [1, 2, 3, 4, 5, 8, 6, 7, 9, 10, 11, 12] | 2
2 | [5, 8, 1, 2, 9, 4, 12, 11, 3, 10, 6, 7] | 4
10 | [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18] | 1","class Solution {
    public int solution(int coin, int[] cards) {
        int answer = 0;
        return answer;
    }
}"
매칭 점수,,"class Solution {
    public int solution(String word, String[] pages) {
        int answer = 0;
        return answer;
    }
}"
숫자 타자 대회,"numbers | result
--- | ---
""1756"" | 10
""5123"" | 8","class Solution {
    public int solution(String numbers) {
        int answer = 0;
        return answer;
    }
}"
지형 편집,"land | P | Q | result
--- | --- | --- | ---
[[1, 2], [2, 3]] | 3 | 2 | 5
[[4, 4, 3], [3, 2, 2], [ 2, 1, 0 ]] | 5 | 3 | 33","public class Solution {
    public long solution(int[][] land, int P, int Q) {
        long answer = -1;
        return answer;
    }
}"
블록 게임,"board | result
--- | ---
[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,4,0,0,0],[0,0,0,0,3,0,4,0,0,0],[0,0,0,2,3,0,0,0,5,5],[1,2,2,2,3,3,0,0,0,5],[1,1,1,0,0,0,0,0,0,5]] | 2","class Solution {
    public int solution(int[][] board) {
        int answer = 0;
        return answer;
    }
}"
카드 짝 맞추기,"board | r | c | result
--- | --- | --- | ---
[[1,0,0,3],[2,0,0,0],[0,0,0,2],[3,0,1,0]] | 1 | 0 | 14
[[3,0,0,2],[0,0,1,0],[0,1,0,0],[2,0,0,3]] | 0 | 1 | 16","class Solution {
    public int solution(int[][] board, int r, int c) {
        int answer = 0;
        return answer;
    }
}"
[PCCP 기출문제] 4번 / 수레 움직이기,"maze[i][j] | 의미
--- | ---
0 | 빈칸
1 | 빨간 수레의 시작 칸
2 | 파란 수레의 시작 칸
3 | 빨간 수레의 도착 칸
4 | 파란 수레의 도착 칸
5 | 벽

maze | result
--- | ---
[[1, 4], [0, 0], [2, 3]] | 3
[[1, 0, 2], [0, 0, 0], [5, 0 ,5], [4, 0, 3]] | 7
[[1, 5], [2, 5], [4, 5], [3, 5]] | 0
[[4, 1, 2, 3]] | 0","class Solution {
    public int solution(int[][] maze) {
        int answer = 0;
        return answer;
    }
}"
[PCCP 기출문제] 4번 / 수식 복원하기,"expressions | result
--- | ---
[""14 + 3 = 17"", ""13 - 6 = X"", ""51 - 5 = 44""] | [""13 - 6 = 5""]
[""1 + 1 = 2"", ""1 + 3 = 4"", ""1 + 5 = X"", ""1 + 2 = X""] | [""1 + 5 = ?"", ""1 + 2 = 3""]
[""10 - 2 = X"", ""30 + 31 = 101"", ""3 + 3 = X"", ""33 + 33 = X""] | [""10 - 2 = 4"", ""3 + 3 = 10"", ""33 + 33 = 110""]
[""2 - 1 = 1"", ""2 + 2 = X"", ""7 + 4 = X"", ""5 - 5 = X""] | [""2 + 2 = 4"", ""7 + 4 = ?"", ""5 - 5 = 0""]
[""2 - 1 = 1"", ""2 + 2 = X"", ""7 + 4 = X"", ""8 + 4 = X""] | [""2 + 2 = 4"", ""7 + 4 = 12"", ""8 + 4 = 13""]","class Solution {
    public String[] solution(String[] expressions) {
        String[] answer = {};
        return answer;
    }
}"
힌트 스테이지,"스테이지\힌트권 사용 수 | 0 | 1 | 2 | 3 | 4
--- | --- | --- | --- | --- | ---
스테이지 #1 | 160 | 140 | 120 | 110 | 60
스테이지 #2 | 290 | 270 | 260 | 120 | 10
스테이지 #3 | 160 | 130 | 120 | 60 | 20
스테이지 #4 | 160 | 120 | 80 | 70 | 20
스테이지 #5 | 110 | 70 | 60 | 30 | 20

스테이지 | 판매 가격 | 힌트권 번호
--- | --- | ---
스테이지 #1 | 40 | #2, #3
스테이지 #2 | 40 | #5, #3
스테이지 #3 | 20 | #5, #4
스테이지 #4 | 50 | #5, #5

그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 30% | k= 1
#2 | 20% | hint[i][0]= 0
#3 | 50% | 추가 제한 사항 없음

cost | hint | result
--- | --- | ---
[[160, 140, 120, 110, 60], [290, 270, 260, 120, 10], [160, 130, 120, 60, 20], [160, 120, 80, 70, 20], [110, 70, 60, 30, 20]] | [[40, 2, 3], [40, 5, 3], [20, 5, 4], [50, 5, 5]] | 810
[[110, 100, 90, 80, 70, 50, 10], [170, 160, 150, 140, 130, 110, 30], [260, 250, 190, 180, 170, 130, 100], [170, 150, 120, 90, 60, 40, 30], [220, 140, 110, 100, 70, 60, 50], [290, 180, 150, 130, 100, 20, 10], [110, 100, 90, 70, 50, 40, 30]] | [[40, 3, 4, 3], [80, 3, 7, 4], [40, 7, 6, 5], [40, 7, 5, 5], [50, 6, 7, 6], [30, 7, 7, 7]] | 1080
[[290, 270, 170, 100, 60, 20], [210, 190, 180, 170, 120, 80], [200, 180, 170, 80, 40, 20], [100, 90, 70, 60, 40, 10], [230, 200, 170, 150, 90, 80], [150, 100, 80, 60, 40, 10]] | [[230, 2, 2, 2, 2], [330, 5, 3, 4, 3], [180, 5, 4, 4, 6], [280, 5, 5, 6, 6], [260, 6, 6, 6, 6]] | 1180
[[49250, 42271, 40724, 36310, 32560, 30670, 24100, 10378], [58510, 56101, 54078, 32864, 31443, 19451, 18098, 7187], [68812, 66112, 65024, 60529, 53992, 39865, 31325, 17700], [13768, 12866, 11379, 10425, 6853, 6176, 5655, 2556], [51748, 48647, 41478, 39756, 25302, 18081, 16504, 811], [52690, 34113, 32370, 29555, 19343, 11763, 7566, 5962], [9306, 9190, 8196, 7573, 6275, 4723, 1316, 212], [40713, 40158, 31449, 22349, 20956, 20377, 19489, 14450]] | [[0, 2, 4, 6, 2], [0, 6, 3, 3, 4], [0, 6, 4, 5, 5], [0, 7, 5, 8, 7], [0, 7, 7, 7, 7], [0, 7, 7, 7, 8], [0, 8, 8, 8, 8]] | 267789
[[330, 300, 277, 162, 126], [640, 392, 358, 345, 231], [960, 872, 678, 392, 113], [210, 195, 176, 42, 37], [980, 964, 623, 327, 154]] | [[976, 2, 2, 3, 5, 3, 3], [746, 3, 3, 3, 3, 4, 3], [319, 5, 4, 4, 4, 4, 4], [966, 5, 5, 5, 5, 5, 5]] | 3004
[[230, 223, 192, 93, 59, 33], [290, 240, 193, 117, 113, 42], [950, 908, 796, 598, 574, 328], [720, 692, 588, 237, 102, 61], [780, 569, 522, 450, 337, 293], [850, 837, 768, 568, 382, 124]] | [[158, 2, 2, 3], [260, 5, 4, 3], [268, 4, 4, 4], [426, 5, 5, 6], [330, 6, 6, 6]] | 3426

스테이지\힌트권 사용 수 | 0 | 1 | 2 | 3 | 4 | 5 | 6
--- | --- | --- | --- | --- | --- | --- | ---
스테이지 #1 | 110 | 100 | 90 | 80 | 70 | 50 | 10
스테이지 #2 | 170 | 160 | 150 | 140 | 130 | 110 | 30
스테이지 #3 | 260 | 250 | 190 | 180 | 170 | 130 | 100
스테이지 #4 | 170 | 150 | 120 | 90 | 60 | 40 | 30
스테이지 #5 | 220 | 140 | 110 | 100 | 70 | 60 | 50
스테이지 #6 | 290 | 180 | 150 | 130 | 100 | 20 | 10
스테이지 #7 | 110 | 100 | 90 | 70 | 50 | 40 | 30

스테이지 | 판매 가격 | 힌트권 번호
--- | --- | ---
스테이지 #1 | 40 | #3, #4, #3
스테이지 #2 | 80 | #3, #7, #4
스테이지 #3 | 40 | #7, #6, #5
스테이지 #4 | 40 | #7, #5, #5
스테이지 #5 | 50 | #6, #7, #6
스테이지 #6 | 30 | #7, #7, #7","class Solution {
    public int solution(int[][] cost, int[][] hint) {
        int answer = 0;
        return answer;
    }
}"
동굴 탐험,"n | path | order | result
--- | --- | --- | ---
9 | [[0,1],[0,3],[0,7],[8,1],[3,6],[1,2],[4,7],[7,5]] | [[8,5],[6,7],[4,1]] | true
9 | [[8,1],[0,1],[1,2],[0,7],[4,7],[0,3],[7,5],[3,6]] | [[4,1],[5,2]] | true
9 | [[0,1],[0,3],[0,7],[8,1],[3,6],[1,2],[4,7],[7,5]] | [[4,1],[8,7],[6,5]] | false","class Solution {
    public boolean solution(int n, int[][] path, int[][] order) {
        boolean answer = true;
        return answer;
    }
}"
홀짝트리,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 10% | 하나의 트리만 주어집니다.nodes의 길이 ≤ 1,000,edges의 길이 ≤ 1,000
#2 | 10% | nodes의 길이 ≤ 1,000,edges의 길이 ≤ 1,000
#3 | 30% | 하나의 트리만 주어집니다.
#4 | 50% | 추가 제한 사항 없음

nodes | edges | result
--- | --- | ---
[11, 9, 3, 2, 4, 6] | [[9, 11], [2, 3], [6, 3], [3, 4]] | [1, 0]
[9, 15, 14, 7, 6, 1, 2, 4, 5, 11, 8, 10] | [[5, 14], [1, 4], [9, 11], [2, 15], [2, 5], [9, 7], [8, 1], [6, 4]] | [2, 1]","class Solution {
    public int[] solution(int[] nodes, int[][] edges) {
        int[] answer = {};
        return answer;
    }
}"
캠핑,"n | data | answer
--- | --- | ---
4 | [[0, 0], [1, 1], [0, 2], [2, 0]] | 3","class Solution {
    public int solution(int n, int[][] data) {
        int answer = 0;
        return answer;
    }
}"
사칙연산,"arr | result
--- | ---
[""1"", ""-"", ""3"", ""+"", ""5"", ""-"", ""8""] | 1
[""5"", ""-"", ""3"", ""+"", ""1"", ""+"", ""2"", ""-"", ""4""] | 3","class Solution {
    public int solution(String arr[]) {
        int answer = -1;
        return answer;
    }
}"
지형 이동,"land | height | result
--- | --- | ---
[[1, 4, 8, 10], [5, 5, 5, 5], [10, 10, 10, 10], [10, 10, 10, 20]] | 3 | 15
[[10, 11, 10, 11], [2, 21, 20, 10], [1, 20, 21, 11], [2, 1, 2, 1]] | 1 | 18","class Solution {
    public int solution(int[][] land, int height) {
        int answer = 0;
        return answer;
    }
}"
트리 트리오 중간값,"n | edges | result
--- | --- | ---
4 | [[1,2],[2,3],[3,4]] | 2
5 | [[1,5],[2,5],[3,5],[4,5]] | 2

a | b | c | a ~ b 거리 | b ~ c 거리 | c ~ a 거리 | f(a, b, c)
--- | --- | --- | --- | --- | --- | ---
1 | 2 | 3 | 1 | 1 | 2 | 1
1 | 2 | 4 | 1 | 2 | 3 | 2
1 | 3 | 4 | 2 | 1 | 3 | 2
2 | 3 | 4 | 1 | 1 | 2 | 1","class Solution {
    public int solution(int n, int[][] edges) {
        int answer = 0;
        return answer;
    }
}"
빛의 경로 사이클,"grid | result
--- | ---
[""SL"",""LR""] | [16]
[""S""] | [1,1,1,1]
[""R"",""R""] | [4,4]","class Solution {
    public int[] solution(String[] grid) {
        int[] answer = {};
        return answer;
    }
}"
금과 은 운반하기,"a | b | g | s | w | t | result
--- | --- | --- | --- | --- | --- | ---
10 | 10 | [100] | [100] | [7] | [10] | 50
90 | 500 | [70,70,0] | [0,0,500] | [100,100,2] | [4,8,1] | 499","class Solution {
    public long solution(int a, int b, int[] g, int[] s, int[] w, int[] t) {
        long answer = -1;
        return answer;
    }
}"
리틀 프렌즈 사천성,"m | n | board | answer
--- | --- | --- | ---
3 | 3 | [""DBA"", ""C*A"", ""CDB""] | ""ABCD""
2 | 4 | [""NRYN"", ""ARYA""] | ""RYAN""
4 | 4 | ["".ZI."", ""M.**"", ""MZU."", "".IU.""] | ""MUZI""
2 | 2 | [""AB"", ""BA""] | ""IMPOSSIBLE""","class Solution {
    public String solution(int m, int n, String[] board) {
        String answer = """";
        return answer;
    }
}"
퍼즐 조각 채우기,"game_board | table | result
--- | --- | ---
[[1,1,0,0,1,0],[0,0,1,0,1,0],[0,1,1,0,0,1],[1,1,0,1,1,1],[1,0,0,0,1,0],[0,1,1,1,0,0]] | [[1,0,0,1,1,0],[1,0,1,0,1,0],[0,1,1,0,1,1],[0,0,1,0,0,0],[1,1,0,1,1,0],[0,1,0,0,0,0]] | 14
[[0,0,0],[1,1,0],[1,1,1]] | [[1,1,1],[1,0,0],[0,0,0]] | 0","class Solution {
    public int solution(int[][] game_board, int[][] table) {
        int answer = -1;
        return answer;
    }
}"
사라지는 발판,"board | aloc | bloc | result
--- | --- | --- | ---
[[1, 1, 1], [1, 1, 1], [1, 1, 1]] | [1, 0] | [1, 2] | 5
[[1, 1, 1], [1, 0, 1], [1, 1, 1]] | [1, 0] | [1, 2] | 4
[[1, 1, 1, 1, 1]] | [0, 0] | [0, 4] | 4
[[1]] | [0, 0] | [0, 0] | 0","class Solution {
    public int solution(int[][] board, int[] aloc, int[] bloc) {
        int answer = -1;
        return answer;
    }
}"
상담원 인원,"참가자 번호 | 시각 | 상담 시간 | 상담 유형
--- | --- | --- | ---
1번 참가자 | 10분 | 60분 | 1번 유형
2번 참가자 | 15분 | 100분 | 3번 유형
3번 참가자 | 20분 | 30분 | 1번 유형
4번 참가자 | 30분 | 50분 | 3번 유형
5번 참가자 | 50분 | 40분 | 1번 유형
6번 참가자 | 60분 | 30분 | 2번 유형
7번 참가자 | 65분 | 30분 | 1번 유형
8번 참가자 | 70분 | 100분 | 2번 유형

1번 유형 | 2번 유형 | 3번 유형
--- | --- | ---
2명 | 1명 | 2명

k | n | reqs | result
--- | --- | --- | ---
3 | 5 | [[10, 60, 1], [15, 100, 3], [20, 30, 1], [30, 50, 3], [50, 40, 1], [60, 30, 2], [65, 30, 1], [70, 100, 2]] | 25
2 | 3 | [[5, 55, 2], [10, 90, 2], [20, 40, 2], [50, 45, 2], [100, 50, 2]] | 90

참가자 번호 | 시각 | 상담 시간 | 상담 유형
--- | --- | --- | ---
1번 참가자 | 5분 | 55분 | 2번 유형
2번 참가자 | 10분 | 90분 | 2번 유형
3번 참가자 | 20분 | 40분 | 2번 유형
4번 참가자 | 50분 | 45분 | 2번 유형
5번 참가자 | 100분 | 50분 | 2번 유형

1번 유형 | 2번 유형
--- | ---
1명 | 2명","class Solution {
    public int solution(int k, int n, int[][] reqs) {
        int answer = 0;
        return answer;
    }
}"
[PCCP 기출문제] 3번 / 아날로그 시계,"h1 | m1 | s1 | h2 | m2 | s2 | result
--- | --- | --- | --- | --- | --- | ---
0 | 5 | 30 | 0 | 7 | 0 | 2
12 | 0 | 0 | 12 | 0 | 30 | 1
0 | 6 | 1 | 0 | 6 | 6 | 0
11 | 59 | 30 | 12 | 0 | 0 | 1
11 | 58 | 59 | 11 | 59 | 0 | 1
1 | 5 | 5 | 1 | 5 | 6 | 2
0 | 0 | 0 | 23 | 59 | 59 | 2852","class Solution {
    public int solution(int h1, int m1, int s1, int h2, int m2, int s2) {
        int answer = -1;
        return answer;
    }
}"
리프 노드 수 최대화,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 30% | dist_limit ≤ 10,split_limit ≤ 50
#2 | 70% | 추가 제한 사항 없음

dist_limit | split_limit | result
--- | --- | ---
3 | 6 | 6
0 | 10 | 1
3 | 100 | 7
5 | 16 | 9","class Solution {
    public int solution(int dist_limit, int split_limit) {
        int answer = 0;
        return answer;
    }
}"
GPS,"t | 위치
--- | ---
1 | 1
2 | 2
3 | 3
4 | 3
5 | 6
6 | 7

t | 위치
--- | ---
1 | 1
2 | 2
3 | 3
4 | 5
5 | 6
6 | 7

t | 위치
--- | ---
1 | 1
2 | 2
3 | 3
4 | 4
5 | 6
6 | 7

t | 위치
--- | ---
1 | 1
2 | 2
3 | 3
4 | 3
5 | 5
6 | 7

변수명 | 값
--- | ---
n | 7
m | 10
edge_list | [[1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 6], [5, 6], [5, 7], [6, 7]]
k | 6
gps_log | [1, 2, 3, 3, 6, 7]
answer | 1

변수명 | 값
--- | ---
n | 7
m | 10
edge_list | [[1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 6], [5, 6], [5, 7], [6, 7]]
k | 6
gps_log | [1, 2, 4, 6, 5, 7]
answer | 0","class Solution {
    public int solution(int n, int m, int[][] edge_list, int k, int[] gps_log) {
        int answer = 0;
        return answer;
    }
}"
고고학 최고의 발견,"clockHands | result
--- | ---
[[0,3,3,0],[3,2,2,3],[0,3,2,0],[0,3,3,3]] | 3","class Solution {
    public int solution(int[][] clockHands) {
        int answer = 0;
        return answer;
    }
}"
행렬과 연산,"rc | operations | result
--- | --- | ---
[[1, 2, 3], [4, 5, 6], [7, 8, 9]] | [""Rotate"", ""ShiftRow""] | [[8, 9, 6], [4, 1, 2], [7, 5, 3]]
[[8, 6, 3], [3, 3, 7], [8, 4, 9]] | [""Rotate"", ""ShiftRow"", ""ShiftRow""] | [[8, 3, 3], [4, 9, 7], [3, 8, 6]]
[[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12]] | [""ShiftRow"", ""Rotate"", ""ShiftRow"", ""Rotate""] | [[1, 6, 7 ,8], [5, 9, 10, 4], [2, 3, 12, 11]]","class Solution {
    public int[][] solution(int[][] rc, String[] operations) {
        int[][] answer = {};
        return answer;
    }
}"
매출 하락 최소화,"sales | links | result
--- | --- | ---
[14, 17, 15, 18, 19, 14, 13, 16, 28, 17] | [[10, 8], [1, 9], [9, 7], [5, 4], [1, 5], [5, 10], [10, 6], [1, 3], [10, 2]] | 44
[5, 6, 5, 3, 4] | [[2,3], [1,4], [2,5], [1,2]] | 6
[5, 6, 5, 1, 4] | [[2,3], [1,4], [2,5], [1,2]] | 5
[10, 10, 1, 1] | [[3,2], [4,3], [1,4]] | 2","class Solution {
    public int solution(int[] sales, int[][] links) {
        int answer = 0;
        return answer;
    }
}"
에어컨,"시간(분) | 승객 탑승
--- | ---
0 | x
1 | x
2 | o
3 | o
4 | o
5 | o
6 | o

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | 28 | 26
1 | x | 27 | 26
2 | o | 26 | 26
3 | o | 26 | 26
4 | o | 26 | 26
5 | o | 26 | 26
6 | o | 26 | off

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | 28 | 24
1 | x | 27 | 24
2 | o | 26 | 24
3 | o | 25 | 24
4 | o | 24 | off
5 | o | 25 | off
6 | o | 26 | off

temperature | t1 | t2 | a | b | onboard | result
--- | --- | --- | --- | --- | --- | ---
28 | 18 | 26 | 10 | 8 | [0, 0, 1, 1, 1, 1, 1] | 40
-10 | -5 | 5 | 5 | 1 | [0, 0, 0, 0, 0, 1, 0] | 25
11 | 8 | 10 | 10 | 1 | [0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1] | 20
11 | 8 | 10 | 10 | 100 | [0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1] | 60

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | -10 | 40
1 | x | -9 | 40
2 | x | -8 | 40
3 | x | -7 | 40
4 | x | -6 | 40
5 | o | -5 | off
6 | x | -6 | off

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | 11 | 10
1 | o | 10 | 10
2 | o | 10 | 10
3 | o | 10 | 10
4 | o | 10 | 10
5 | o | 10 | 10
6 | o | 10 | 10
7 | x | 10 | 10
8 | x | 10 | 10
9 | x | 10 | 10
10 | o | 10 | 10
11 | o | 10 | off

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | 11 | 8
1 | o | 10 | 8
2 | o | 9 | 8
3 | o | 8 | off
4 | o | 9 | off
5 | o | 10 | 8
6 | o | 9 | off
7 | x | 10 | off
8 | x | 11 | off
9 | x | 11 | 9
10 | o | 10 | 9
11 | o | 9 | off","class Solution {
    public int solution(int temperature, int t1, int t2, int a, int b, int[] onboard) {
        int answer = 0;
        return answer;
    }
}"
발전소 회로 복구,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 13% | k= 2
#2 | 18% | k≤ 5
#3 | 22% | h= 1
#4 | 17% | seqs의 길이 =k-1,seqs[i]= [i+1,i+2]
#5 | 30% | 추가 제한 사항 없음

h | grid | panels | seqs | result
--- | --- | --- | --- | ---
3 | ["".#.##.."", "".#..##."", ""......."", ""##.###."", "".@.#..."", ""...#...""] | [[2, 3, 4], [2, 5, 6], [1, 1, 1], [3, 6, 3]] | [[3, 2], [1, 2], [4, 1], [4, 3]] | 36
1 | [""@......"", "".######"", ""......."", ""######."", ""......."", "".####.."", ""....#..""] | [[1, 7, 4], [1, 3, 5], [1, 1, 3]] | [[1, 3], [3, 2]] | 31
4 | [""........#"", ""........#"", ""@.......#"", "".#.#....#"", ""........#"", ""#........"", ""#.#..####"", ""..#..####"", "".....####""] | [[2, 9, 1], [2, 1, 8], [1, 1, 3], [3, 3, 2], [1, 2, 8]] | [[1, 2], [2, 3], [3, 4], [4, 5]] | 47","class Solution {
    public int solution(int h, String[] grid, int[][] panels, int[][] seqs) {
        int answer = 0;
        return answer;
    }
}"
4단 고음,"* | + | * | + | + | +
--- | --- | --- | --- | --- | ---
*3 | +1 | *3 | +1 | +1 | +1

n | answer
--- | ---
15 | 1
24 | 0
41 | 2
2147483647 | 1735","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
쌍둥이 빌딩 숲,"n | count | result
--- | --- | ---
3 | 1 | 8
3 | 2 | 6
3 | 3 | 1","class Solution {
    public int solution(int n, int count) {
        int answer = 0;
        return answer;
    }
}"
