문제제목,입출력 예,자바파일
문자열의 아름다움,"s | result
--- | ---
""baby"" | 9
""oo"" | 0

인덱스 범위 | 부분문자열 | 아름다움
--- | --- | ---
0 ~ 0 | ""b"" | 0
0 ~ 1 | ""ba"" | 1 (""b"", ""a"" 선택)
0 ~ 2 | ""bab"" | 1 (앞 ""b"", ""a"" 선택 또는 ""a"", 뒤 ""b"" 선택)
0 ~ 3 | ""baby"" | 3 (앞 ""b"", ""y"" 선택)
1 ~ 1 | ""a"" | 0
1 ~ 2 | ""ab"" | 1 (""a"", ""b"" 선택)
1 ~ 3 | ""aby"" | 2 (""a"", ""y"" 선택)
2 ~ 2 | ""b"" | 0
2 ~ 3 | ""by"" | 1 (""b"", ""y"" 선택)
3 ~ 3 | ""y"" | 0","class Solution {
    public long solution(String s) {
        long answer = -1;
        return answer;
    }
}"
안티세포,"i | 안티 세포 | c | 비고
--- | --- | --- | ---
0 | (1)(1)(1)(1) | [] | 초기 상태입니다.
1 | (1)(1)(1)(1) | [] | i=0일 때는Y가 존재하지 않으므로i를 1 증가시켰습니다.
1 | (1,1)(1)(1) | [1] | b[1]을 포함하는 안티 세포(X)와 그 왼쪽의 안티 세포(Y)를 합쳤습니다. 따라서c에i=1이 추가됩니다.
2 | (1,1)(1)(1) | [1] | b[1]을 포함하는 안티 세포(X) 왼쪽의 안티 세포Y가 존재하지 않으므로i를 1 증가시켰습니다.
3 | (1,1)(1)(1) | [1] | X의 모든 수의 합은 1이고,Y의 모든 수의 합은 2이므로, 둘은 합칠 수 없습니다. 따라서i을 1 증가시켰습니다.
3 | (1,1)(1,1) | [1,3] | b[3]을 포함하는 안티 세포(X)와 그 왼쪽의 안티 세포(Y)를 합쳤습니다. 따라서c에i=3이 추가됩니다.
4 | (1,1)(1,1) | [1,3] | b[3]을 포함하는 안티 세포(X)와 그 왼쪽의 안티 세포(Y)를 합칠 수 있었지만 그러지 않았습니다. 따라서i를 1 증가시켰습니다.

a | s | result
--- | --- | ---
[1,1,1,1,1,1,2,5,8,2,1,1,4,8,8,8,12,6,6] | [4,3,1,5,6] | [6,3,1,5,9]

b | 답
--- | ---
[1,1,1,1] | 6
[1,1,2] | 3
[5] | 1
[8,2,1,1,4] | 5
[8,8,8,12,6,6] | 9","class Solution {
    public int[] solution(int[] a, int[] s) {
        int[] answer = {};
        return answer;
    }
}"
재밌는 레이싱 경기장 설계하기,"heights | result
--- | ---
[1, 8, 5] | 4
[11, 6, 4, 11] | 5
[9, 9, 9, 9, 30] | 0","class Solution {
    public int solution(int[] heights) {
        int answer = 0;
        return answer;
    }
}"
중요한 도로,"n | roads | result
--- | --- | ---
5 | [[1, 2, 10, 0], [2, 4, 8, 0], [1, 3, 9, 0], [3, 4, 9, 0], [3, 5, 10, 6], [2, 5, 10, 2], [4, 5, 2, 0]] | [5, 7]
4 | [[1, 2, 10, 10], [2, 3, 10, 10], [3, 4, 10, 10]] | [1, 2, 3]
4 | [[1, 2, 5, 0], [2, 4, 5, 0], [1, 3, 5, 0], [3, 4, 5, 0]] | [-1]
4 | [[1, 2, 5, 0], [2, 4, 5, 0], [1, 3, 5, 0], [3, 4, 5, 0], [1, 4, 5, 5]] | [5]","class Solution {
    public int[] solution(int n, int[][] roads) {
        int[] answer = {};
        return answer;
    }
}"
카카오 앱 정리하기,"그룹 | 총점 | 테스트 케이스 그룹 설명
--- | --- | ---
#1 | 5% | 1x1 크기의 앱 1개만 존재합니다.
#2 | 10% | 2x2 크기의 앱 1개만 존재합니다.
#3 | 15% | 모든 앱의 크기가 1x1입니다.
#4 | 20% | 앱이 격자 밖으로 이동하는 명령이 주어지지 않습니다.
#5 | 50% | 추가 제한 사항 없음

board | commands | result
--- | --- | ---
[[0, 2, 2, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 4, 4, 0], [0, 3, 3, 3, 1, 4, 4, 0], [0, 3, 3, 3, 0, 0, 0, 0], [0, 3, 3, 3, 5, 5, 6, 0], [0, 0, 0, 0, 5, 5, 0, 0]] | [[3, 1], [3, 1]] | [[0, 0, 2, 2, 0, 0, 0, 0], [4, 4, 2, 2, 0, 0, 0, 0], [4, 4, 0, 3, 3, 3, 1, 0], [0, 0, 0, 3, 3, 3, 0, 0], [6, 0, 0, 3, 3, 3, 5, 5], [0, 0, 0, 0, 0, 0, 5, 5]]
[[0, 9, 1, 1, 6, 0, 0, 0], [2, 2, 1, 1, 0, 0, 0, 0], [2, 2, 3, 4, 4, 4, 0, 0], [5, 0, 0, 4, 4, 4, 7, 0], [0, 0, 0, 4, 4, 4, 8, 8], [0, 0, 0, 0, 0, 0, 8, 8]] | [[2, 1], [3, 1], [9, 2], [4, 1]] | [[8, 8, 0, 1, 1, 6, 0, 0], [8, 8, 0, 1, 1, 0, 0, 0], [4, 4, 4, 9, 3, 0, 0, 0], [4, 4, 4, 7, 2, 2, 0, 0], [4, 4, 4, 0, 2, 2, 0, 0], [0, 5, 0, 0, 0, 0, 0, 0]]
[[1, 1, 0], [1, 1, 0]] | [[1, 4], [1, 3], [1, 2]] | [[0, 1, 1], [0, 1, 1]]","class Solution {
    public int[][] solution(int[][] board, int[][] commands) {
        int[][] answer = {};
        return answer;
    }
}"
신비로운 유적 탐험,"param | value
--- | ---
n1 | 8
g1 | [[3, 1], [5, 7], [8, 7], [2, 3], [3, 6], [1, 5], [4, 3]]
n2 | 9
g2 | [[1, 5], [5, 6], [3, 7], [3, 1], [7, 4], [7, 2], [9, 8], [5, 9]]
answer | 7","class Solution {
    public int solution(int n1, int[][] g1, int n2, int[][] g2) {
        int answer = 0;
        return answer;
    }
}"
네오의 귀걸이,"n | point | query | answer
--- | --- | --- | ---
3 | [[0, 4, 1], [2, 2, 4], [4, 0, 4]] | [[0, 3, 3, 4], [0, 3, 1, 2], [1, 2, 2, 0]] | [1, 2, 1, 0]","class Solution {
    public int[] solution(int n, int[][] point, int[][] query) {
        int[] answer = {};
        return answer;
    }
}"
직사각형의 넓이,"rectangles | result
--- | ---
[[0, 1, 4, 4], [3, 1, 5, 3]] | 14
[[1, 1, 6, 5], [2, 0, 4, 2], [2, 4, 5, 7], [4, 3, 8, 6], [7, 5, 9, 7]] | 38","class Solution {
    public long solution(int[][] rectangles) {
        long answer = -1;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }   
}"
가짜 해밀토니안,"t | result
--- | ---
[[5,1],[2,5],[3,5],[3,6],[2,4],[4,0]] | 7
[[2,5],[2,0],[3,2],[4,2],[2,1]] | 4","class Solution {
    public int solution(int[][] t) {
        int answer = 0;
        return answer;
    }
}"
RPG와 쿼리,"n | z | roads | queries | result
--- | --- | --- | --- | ---
5 | 5 | [[1,2,3],[0,3,2]] | [0,1,2,3,4,5,6] | [0,-1,1,2,3,1,4]","class Solution {
    public long[] solution(int n, int z, int[][] roads, long[] queries) {
        long[] answer = {};
        return answer;
    }
}"
집합과 쿼리,"n | queries | result
--- | --- | ---
4 | [[3, 2, 3], [1, 3, 2], [3, 2, 3], [1, 2, 0], [3, 0, 1], [2, 2, 0], [3, 2, 3], [3, 0, 2]] | [""No"", ""Yes"", ""No"", ""No"", ""Yes""]
7 | [[1, 0, 1], [1, 2, 3], [3, 1, 3], [1, 2, 0], [3, 1, 3], [1, 1, 5], [1, 5, 4], [3, 4, 5], [2, 2, 5], [3, 4, 5]] | [""No"", ""Yes"", ""Yes"", ""No""]","class Solution {
    public String[] solution(int n, int[][] queries) {
        String[] answer = {};
        return answer;
    }
}"
빠른 이동,"n | roads | result
--- | --- | ---
6 | [[1, 2], [2, 6], [2, 4], [4, 3], [3, 2], [3, 5]] | 1
5 | [[1, 2], [2, 3], [3, 4], [4, 5]] | 0
8 | [[6, 4], [2, 3], [1, 6], [4, 5], [1, 2], [1, 8], [3, 7], [7, 2]] | 2
9 | [[1, 2], [1, 3], [1, 4], [2, 5], [4, 5], [5, 6], [5, 7], [6, 9], [7, 9], [5, 8]] | 3
7 | [[1, 2], [2, 3], [3, 4], [4, 5], [3, 6], [1, 7], [7, 4]] | 1","class Solution {
    public int solution(int n, int[][] roads) {
        int answer = 0;
        return answer;
    }
}"
눈사람 만들기,"몸통 크기 | 머리 크기
--- | ---
1 | 1
2 | 1
2 | 2
3 | 1
3 | 2
3 | 3
4 | 1
4 | 2
4 | 3
5 | 1
5 | 2
6 | 1

그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 7% | 격자에 벽(#)이 주어지지 않습니다. 3 ≤n≤ 10, 3 ≤m≤ 10
#2 | 14% | n×m≤ 12
#3 | 14% | n= 1
#4 | 65% | 추가 제한 사항 없음

grid | result
--- | ---
[""#.##."", ""#o###"", "".o.#."", ""#..#.""] | 12
[""##.."", ""##.."", ""##.#"", "".oo#"", ""####""] | 15
[""###########"", ""...o.....o."", ""###########""] | 20
[""###########"", ""......o..o."", ""###########""] | 25

몸통 크기 | 머리 크기
--- | ---
1 | 1
2 | 1
2 | 2
3 | 1
3 | 2
4 | 1
4 | 2
4 | 3
4 | 4
5 | 1
5 | 2
5 | 3
6 | 1
6 | 2
7 | 1","class Solution {
    public long solution(String[] grid) {
        long answer = 0;
        return answer;
    }
}"
기차 선로,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 35% | 3번 선로를 고려하지 않아도 되는 경우만 주어집니다.
#2 | 65% | 추가 제한 사항 없음

grid | result
--- | ---
[[1, 0, -1], [0, 0, 7], [0, 0, 2]] | 2
[[1, 0, 0, 0, 0, -1, -1], [-1, 0, 0, 1, 0, 0, 1]] | 2
[[1, 0, 0, 0, 0], [0, 0, 3, 0, 2], [0, 0, 0, 0, 2]] | 4
[[1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1]] | 644
[[1, 7], [0, 2]] | 1
[[1, -1, 0, 0], [-1, 0, 0, 0], [0, 0, 0, -1], [0, 0, -1, 1]] | 0","class Solution {
    public int solution(int[][] grid) {
        int answer = 0;
        return answer;
    }
}"
스마트한 프로도,"변수명 | 값
--- | ---
n | 5
m | 6
a | [1, 1, 2, 2, 3, 4]
b | [2, 3, 3, 4, 5, 5]
k | 2
m1 | 2
m2 | 2
e1 | [3, 6]
e2 | [2, 4]
answer | [[0, 3], [1, 2], [0, 6], [1, 4]]","class Solution
{
    public int[][] solution(int n, int m, int[] a, int[] b, int k, int m1, int m2, int[] e1, int[] e2)
    {
        int[][] answer;
        
        return answer;
    }
}"
IU와 콘의 보드게임,"n | triangle | v | answer
--- | --- | --- | ---
2 | [[0, 8], [-4, 0], [4, 0]] | [[-1, 3], [1, 4]] | 6
10 | [[-13, 40], [-27, -48], [31, 6]] | [[2, 21], [15, -1], [6, -13], [-20, -27], [5, 9], [5, 11], [-18, -26], [-15, 19], [7, 4], [-5, -18]] | 73","class Solution {
    public int solution(int n, int[][] triangle, int[][] v) {
        int answer = 0;
        return answer;
    }
}"
중력 작용,"values | edges | queries | result
--- | --- | --- | ---
[1,10,100,1000,10000] | [[1,2],[1,3],[2,4],[2,5]] | [[1,-1],[2,-1],[3,-1],[4,-1],[5,-1],[4,1000],[1,-1],[2,-1],[3,-1],[4,-1],[5,-1],[2,1],[1,-1],[2,-1],[3,-1],[4,-1],[5,-1]] | [11111,11010,100,1000,10000,11111,10011,100,10,10000,11111,11010,100,10,10000]","class Solution {
    public long[] solution(int[] values, int[][] edges, int[][] queries) {
        long[] answer = {};
        return answer;
    }
}"
쿼리의 모음의 개수,"q | a | result
--- | --- | ---
2 | [1,2] | 4
3 | [3] | 19
5 | [1,4,4] | 157740
50 | [1,6,5,2,4] | 61953538","class Solution {
    public int solution(int q, int[] a) {
        int answer = -1;
        return answer;
    }
}"
미로 주행 테스트,"번호 | 출발점 좌표 | 최대 주행 거리 | 표지판 도달 여부
--- | --- | --- | ---
#1 | (2, 3) | 2 | O
#2 | (1, 0) | 4 | X
#3 | (0, 4) | 1 | X

n | m | tests | result
--- | --- | --- | ---
3 | 5 | [[2, 3, 2, 1], [1, 0, 4, 0], [0, 4, 1, 0]] | 4
99999 | 99999 | [[0, 0, 199997, 1]] | 9999999999
99999 | 99999 | [[50000, 50000, 3, 0]] | 9999999975
300 | 100 | [[123, 28, 124, 1], [183, 22, 34, 0], [188, 81, 116, 1], [167, 53, 33, 0], [125, 55, 20, 0]] | 6535","class Solution {
    public long solution(int n, int m, int[][] tests) {
        long answer = 0;
        return answer;
    }
}"
문자열과 알파벳과 쿼리,"그룹 | 총점 | 테스트 케이스 그룹 설명
--- | --- | ---
#1 | 4% | s의 길이,query의 길이 ≤ 100
#2 | 4% | s의 길이,query의 길이 ≤ 1,000
#3 | 7% | s의 길이,query의 길이 ≤ 20,000
#4 | 35% | 4번 쿼리가 주어지지 않음
#5 | 50% | 추가 제한 사항 없음

s | query | result
--- | --- | ---
""programmers"" | [""1 1 5"", ""2 1 rm"", ""1 1 5"", ""5""] | [""YES"", ""NO"", ""a 1 e 1 g 1 o 1 p 1 s 1"", ""m 2 r 3""]
""abacadae"" | [""3 1 4 aa"", ""1 1 5"", ""4 1 7"", ""1 1 5"", ""5""] | [""NO"", ""YES"", ""a 4 b 1 c 1 d 1 e 1""]","class Solution {
    public String[] solution(String s, String[] query) {
        String[] answer = {};
        return answer;
    }
}"
